linkId,refnodeid,nrefnodeid,linklength,shapepoints
949962405,32054659,970862056,111.747,41.89497:-87.62277|41.89498:-87.62172|41.89498:-87.62142
916811606,32039320,947315603,51.15,41.89541:-87.72362|41.89587:-87.72362
915875335,946716592,946716593,21.143,41.885:-87.73561|41.88519:-87.73562
19837874,32038350,32038355,103.361,41.85255:-87.72102|41.85296:-87.7199
1007345974,32038370,1014111517,55.622,41.85376:-87.71751|41.85398:-87.71752|41.85426:-87.71751
818704206,876604548,876604551,92.418,41.88428:-87.71381|41.88434:-87.71405|41.8844:-87.71438|41.88444:-87.71479|41.88444:-87.7149
1047994612,806151759,1044793879,22.254,41.90228:-87.648|41.90248:-87.64801
915827796,32039240,949366403,47.183,41.88987:-87.72468|41.88987:-87.72411
818698271,32039247,876600758,56.172,41.88199:-87.72008|41.88238:-87.71989|41.88247:-87.71988
1121232852,32041575,946748244,59.217,41.91014:-87.70564|41.91067:-87.70571
1221394445,1158766782,1158821314,11.119,41.91711:-87.69689|41.91721:-87.69689
19807488,32041402,32041421,200.268,41.9064:-87.71422|41.9064:-87.7118
1118712339,818313874,1093684336,7.784,41.91367:-87.71908|41.91374:-87.71908
733428787,817229245,32040691,26.493,41.88022:-87.69148|41.88022:-87.69116
818702176,32040912,876603361,22.239,41.88086:-87.71588|41.88106:-87.71588
1170049617,1126872900,952238472,28.923,41.92009:-87.70219|41.92035:-87.7022
788041786,855155266,305433943,117.54,41.90275:-87.71447|41.90277:-87.71305
1192879942,1141044993,32038818,33.369,41.88545:-87.74666|41.88575:-87.74667
1192901026,32038730,1141057404,24.463,41.89044:-87.75055|41.89066:-87.75055
945895563,968212270,32049807,47.511,41.86467:-87.65477|41.86466:-87.65524|41.86468:-87.65534
1169148882,847117176,1126317435,22.254,41.86095:-87.66628|41.86115:-87.66627
915765929,946642330,947438884,51.365,41.89575:-87.73041|41.89577:-87.72979
721083489,808677761,32054379,35.608,41.8967:-87.62726|41.89671:-87.62683
1169100805,1126287934,32052045,76.368,41.89245:-87.6487|41.89245:-87.64876|41.8925:-87.64962
1170442088,1082655723,1127119086,93.449,41.87146:-87.78417|41.87167:-87.78417|41.87194:-87.78418|41.8723:-87.7842
1169255109,1126382078,32041123,71.19,41.89554:-87.71106|41.89555:-87.7102
1168443769,32040790,1125853160,90.072,41.86793:-87.67622|41.86874:-87.67623
1221942405,32048769,1159166379,26.5,41.86234:-87.6688|41.86234:-87.66848
916030213,946819518,946819517,82.351,41.91287:-87.63525|41.91361:-87.63529
723037193,32007592,810020090,40.6,41.85107:-87.76391|41.85108:-87.76342
915789187,946658498,32048706,44.734,41.85968:-87.66189|41.85969:-87.66135
721103729,808690292,305432953,27.328,41.86184:-87.64913|41.86184:-87.6488
945900714,305446837,968215516,19.871,41.8744:-87.65244|41.8744:-87.6522
868990683,911923454,911923447,40.039,41.8674:-87.64984|41.86776:-87.64985
1168589750,1125944484,1125944485,31.135,41.86264:-87.6663|41.86292:-87.6663
19804833,32052845,32052851,69.508,41.92015:-87.63721|41.92016:-87.63637
116122560,32054689,266486395,76.18,41.89573:-87.62278|41.89575:-87.62186
915998529,946797435,32056363,69.494,41.92563:-87.63736|41.92563:-87.63652
916983349,32040666,947436891,149.075,41.87295:-87.68865|41.87298:-87.68685
915906796,946737047,946736893,62.858,41.92315:-87.66578|41.92354:-87.66633
871664649,913809344,913809343,72.296,41.86996:-87.64955|41.87061:-87.64957
1168645840,1125978465,808733813,32.257,41.87352:-87.65681|41.87381:-87.65682
917267473,32007254,947617608,52.212,41.87065:-87.79147|41.87067:-87.7921
916892509,947373008,32038378,144.565,41.85373:-87.71874|41.85397:-87.71874|41.85503:-87.71876
19837598,32038252,32038253,224.669,41.85495:-87.72973|41.85697:-87.72979
19817014,32007597,32007605,204.625,41.85463:-87.76522|41.85647:-87.76526
719461155,32040194,807510167,45.597,41.86648:-87.70078|41.86689:-87.70079
818227287,876301810,32037824,31.476,41.84673:-87.74448|41.84673:-87.7441
817018294,875478260,32007196,73.706,41.867:-87.79221|41.86701:-87.79132
19803929,32056177,32056178,34.47,41.92434:-87.65117|41.92465:-87.65117
917008152,947458130,32051078,51.325,41.90097:-87.67171|41.90098:-87.67109
867696138,911008677,911008678,55.755,41.91022:-87.64947|41.91024:-87.6493|41.9105:-87.64894
1193782650,1141604770,32042417,68.673,41.92784:-87.74975|41.92785:-87.74892
1223902271,1160361828,1160361822,47.167,41.91076:-87.6472|41.91076:-87.64663
1169255110,32041107,1126382079,67.052,41.89553:-87.71263|41.89554:-87.71182
955777982,32041140,975692624,45.657,41.89915:-87.71155|41.89956:-87.71158
781347848,32054211,850491311,16.679,41.88576:-87.62796|41.88591:-87.62796
778171118,848376896,32056173,32.285,41.92355:-87.65268|41.92356:-87.65229
1219548859,1157614850,1121938360,182.15,41.8801:-87.73275|41.88012:-87.73055
1222089175,32050214,1159260780,56.734,41.86971:-87.64373|41.87022:-87.64375
125161896,32048510,305446808,31.135,41.85779:-87.66618|41.85807:-87.66618
16881793,32049638,32049647,69.141,41.85514:-87.64581|41.85522:-87.64565|41.85549:-87.64512
19836460,32038424,32038430,104.338,41.86611:-87.73005|41.86611:-87.72879
1174958834,1130113641,32038612,75.348,41.87889:-87.72405|41.8789:-87.72314
1169076460,1126273194,1126273195,134.185,41.85774:-87.67066|41.85776:-87.66914|41.85776:-87.66904
19837401,32048718,32048719,100.089,41.8561:-87.65881|41.857:-87.65883
19807337,32008585,32008586,100.138,41.90752:-87.77066|41.90753:-87.76945
1168054241,965745688,1125610446,27.312,41.89917:-87.70963|41.89917:-87.7093
1219158824,1157347341,305461441,24.831,41.89495:-87.75531|41.89495:-87.75501
1220669539,1158359610,1158359574,13.253,41.84934:-87.74195|41.84934:-87.74179
943861182,966600617,32007946,85.624,41.89545:-87.79468|41.89622:-87.79469
916063723,947466678,946841294,81.21,41.92699:-87.66639|41.92772:-87.66642
956119517,975924205,32038039,52.182,41.86404:-87.74653|41.86405:-87.7459
943032569,847067653,966080411,37.815,41.85868:-87.74451|41.85902:-87.74452
915779316,946651530,946651554,51.176,41.84793:-87.68619|41.84839:-87.68621
19814407,32040291,32040294,101.034,41.87595:-87.69859|41.87597:-87.69737
1170338859,32007383,1127058648,44.486,41.87992:-87.78445|41.88032:-87.78446
1193529358,32007965,1141449780,166.825,41.89974:-87.79235|41.90124:-87.79239
915779308,946651545,32040418,54.68,41.84747:-87.68617|41.84748:-87.68551
943565698,966408713,32007792,700.669,41.85938:-87.75919|41.86568:-87.75936
858471808,904538706,32053504,72.281,41.86643:-87.62849|41.86708:-87.6285
19835514,32053632,32053634,43.069,41.87454:-87.6292|41.87455:-87.62868
1170741807,1127293263,32039158,73.407,41.88265:-87.73065|41.88331:-87.73067
19811208,32039307,32041048,100.987,41.8904:-87.71739|41.8904:-87.71617
947350707,969147794,32048721,30.068,41.85764:-87.65883|41.85791:-87.65885
1221130828,1158658641,1158658640,12.231,41.9089:-87.76548|41.90901:-87.76548
915796716,946664216,32008020,67.886,41.89039:-87.78232|41.8904:-87.7815
1126860667,1098780884,32008304,67.054,41.88534:-87.77726|41.88534:-87.77645
858779306,882602053,904805888,15.567,41.85506:-87.69556|41.85511:-87.69556|41.8552:-87.69556
19812437,32008318,32008338,119.212,41.8856:-87.77481|41.88561:-87.77337
917008161,32051114,947458135,158.946,41.90903:-87.67253|41.90907:-87.67061
945588596,968020623,32051343,26.7,41.90317:-87.66382|41.90341:-87.66383
1170302937,1127037141,975402785,24.463,41.84843:-87.70269|41.84865:-87.70269
917041664,947478450,32039480,51.156,41.91668:-87.73021|41.91714:-87.73022
915780670,32053031,946652513,161.054,41.84916:-87.63193|41.84919:-87.63133|41.85019:-87.63137
1167916348,1125525049,1118186576,82.847,41.88787:-87.77016|41.8879:-87.77116
915793818,946661955,32042916,47.842,41.93035:-87.7343|41.93078:-87.73432
19817399,32007085,32007092,100.246,41.8506:-87.7872|41.85062:-87.78599
916700341,32007078,947245032,49.749,41.84709:-87.78097|41.84711:-87.78037
19817800,32037655,32037663,202.161,41.84654:-87.75639|41.84658:-87.75395
916860161,947350951,32039795,52.231,41.84817:-87.70331|41.84819:-87.70268
19807370,32008235,32008242,107.586,41.90736:-87.78204|41.90737:-87.78074
947856136,809930108,969467455,31.146,41.90249:-87.78416|41.90277:-87.78417
857939175,904107288,32052827,30.034,41.91623:-87.63872|41.9165:-87.63873
111809642,32052704,222811712,25.588,41.90483:-87.64326|41.90506:-87.64327
1118712354,1093684340,1034383533,12.259,41.91381:-87.7134|41.91392:-87.71341
1192889149,32038984,1141050337,95.185,41.91315:-87.75578|41.91317:-87.75463
943884015,966615432,32039618,115.669,41.918:-87.72289|41.91904:-87.72292
19810255,32042058,32042066,203.666,41.89405:-87.67943|41.89409:-87.67697
1165502498,1123949728,969501447,37.475,41.92171:-87.78183|41.92179:-87.78227
858401077,904479447,805697443,14.455,41.92588:-87.64878|41.92601:-87.64878
124637799,32050098,32050100,9.107,41.87923:-87.64563|41.87923:-87.64552
1032413182,1033614477,809957683,7.784,41.88927:-87.79453|41.88934:-87.79453
942366753,965655557,32039131,83.599,41.917:-87.74101|41.91702:-87.74
942508343,965745690,965745689,37.423,41.89917:-87.71042|41.89919:-87.71022|41.89918:-87.70997
19809909,32052090,32052091,44.486,41.89516:-87.64771|41.89556:-87.6477
721135089,808713034,808713033,46.709,41.85043:-87.72473|41.85085:-87.72474
721680247,809082659,809082658,81.685,41.92598:-87.78745|41.92598:-87.78727|41.92602:-87.78726|41.92658:-87.78726
704785352,32011782,703219872,77.805,41.92732:-87.78559|41.92738:-87.7859|41.92743:-87.78609|41.92751:-87.78627|41.92761:-87.78643
19804527,32046433,32046434,82.911,41.9219:-87.68466|41.92198:-87.6847|41.92208:-87.68471|41.92264:-87.68471
915810377,1127186414,946673878,255.882,41.90325:-87.67287|41.90555:-87.67297
916169386,32049718,946905884,43.374,41.85763:-87.64085|41.85802:-87.64086
19809584,32041924,32041931,197.016,41.89659:-87.69418|41.89662:-87.6918
917246340,32046155,947604522,114.558,41.92664:-87.69626|41.92767:-87.69629
916725017,32007980,947260819,67.056,41.88347:-87.78454|41.88347:-87.78373
19813645,32049927,32049930,96.871,41.87915:-87.65193|41.87916:-87.65076
1221352675,1158797981,1158797960,72.88,41.86579:-87.66811|41.8658:-87.66723
916939165,32042240,947404669,49.664,41.90851:-87.68474|41.90852:-87.68534
1222598615,1159562227,911009285,18.239,41.91034:-87.6513|41.91035:-87.65108
1156177529,1118186576,958141308,31.476,41.8879:-87.77116|41.88791:-87.77154
916806359,947311998,32012357,153.505,41.92799:-87.77221|41.92937:-87.77226
19817087,32007089,32007102,223.557,41.85411:-87.78853|41.85612:-87.78859
915810184,946672988,946673177,113.437,41.87469:-87.73719|41.8747:-87.73582
1210766592,946661082,946661083,48.023,41.89068:-87.65576|41.89069:-87.65518
1103289441,1083308147,904838930,11.119,41.88842:-87.6557|41.88852:-87.6557
19812324,32050770,32050807,138.287,41.88542:-87.66243|41.88545:-87.66076
941410728,965044979,32039212,31.146,41.88045:-87.72564|41.88073:-87.72565
19808168,32041609,32041622,98.491,41.90288:-87.69932|41.90289:-87.69813
722941138,32042376,809958009,40.554,41.92412:-87.75612|41.92413:-87.75563
19805821,32039627,32039629,100.145,41.91539:-87.72158|41.91541:-87.72037
111809887,222812747,32042022,22.378,41.88873:-87.67712|41.88874:-87.67685
915974532,947382066,946781442,54.87,41.90571:-87.72396|41.90592:-87.72456
916086404,946855931,32039030,57.845,41.91613:-87.75286|41.91665:-87.75288
1221672239,1158998861,1158998862,19.861,41.90774:-87.73775|41.90774:-87.73751
1220663211,1158355443,1158355445,20.015,41.84767:-87.74268|41.84785:-87.74268
778721347,848702234,848702233,24.557,41.86097:-87.68123|41.86101:-87.68121|41.86104:-87.68123|41.86111:-87.6814
915758041,32042527,946636907,76.765,41.92844:-87.74153|41.92913:-87.74156
859323215,32038904,905157456,13.243,41.89513:-87.74136|41.89513:-87.7412
1221394195,32045754,1158821181,25.588,41.9248:-87.69987|41.92503:-87.69988
995476733,1005644492,1005644491,18.022,41.92811:-87.6834|41.92822:-87.68356
1162139380,1121937872,32039143,61.163,41.8801:-87.73299|41.88065:-87.733
917040517,947477780,32041806,62.92,41.91959:-87.69802|41.91961:-87.69726
1159667574,32039084,1120350001,33.369,41.91599:-87.74728|41.91629:-87.74729
1222897826,946692549,1159743367,14.455,41.91021:-87.74342|41.91034:-87.74342
1221618135,1158963962,1158963955,18.921,41.90747:-87.73687|41.90764:-87.73688
915942646,946760496,947318448,53.827,41.87695:-87.69928|41.87696:-87.69863
917043828,947479785,947479786,100.948,41.91878:-87.74555|41.91879:-87.74433
915983039,946787008,32039023,47.821,41.91555:-87.74937|41.91598:-87.74938
1222314141,1159395322,1159394651,86.863,41.92847:-87.67766|41.92847:-87.67661
19803854,32046204,32046211,44.711,41.92489:-87.68941|41.92489:-87.68908|41.9249:-87.68887
993133235,1003981654,1003981657,15.753,41.92746:-87.67398|41.92757:-87.6741
1222313063,1159394669,222811702,25.449,41.92949:-87.67587|41.92967:-87.67606
947661916,904812155,969346153,43.366,41.87807:-87.6619|41.87846:-87.6619
1192901110,1118182881,1141057440,58.794,41.87668:-87.75264|41.87669:-87.75193
19808093,32039365,32039392,205.291,41.90345:-87.7337|41.90349:-87.73122
915805143,946670309,946670312,49.764,41.89346:-87.68434|41.89346:-87.68486|41.89352:-87.68487
1102942373,1083065719,32041984,15.657,41.88848:-87.68418|41.88856:-87.68419|41.88862:-87.6842
19757664,32053648,32053657,142.339,41.8769:-87.62925|41.87818:-87.62927
125167963,305462126,32050396,83.703,41.87537:-87.64098|41.87537:-87.64146|41.87548:-87.64197
916862698,32046175,947352704,58.939,41.92877:-87.69387|41.9293:-87.69388
1102942423,1083065749,32050622,17.791,41.88864:-87.67195|41.88875:-87.67195|41.8888:-87.67195
917337425,32042309,947659622,42.196,41.91992:-87.68506|41.91992:-87.68455
818222379,876298975,32039370,37.153,41.90943:-87.73632|41.90954:-87.7363|41.90976:-87.73625
945113304,967724628,32042046,54.589,41.89895:-87.68446|41.8994:-87.68448|41.89944:-87.68449
916905970,947382034,32039504,47.821,41.90225:-87.72383|41.90268:-87.72384
19837606,32039724,32039729,116.217,41.85486:-87.71372|41.85532:-87.71246
722927878,32038925,809949291,35.592,41.90227:-87.75576|41.90259:-87.75577
1171099388,833932889,1127514244,83.413,41.92984:-87.66831|41.93059:-87.66833
811395252,32051759,871948919,3.336,41.88441:-87.64744|41.88444:-87.64744
1118713565,1093685027,32052243,38.953,41.88029:-87.637|41.88064:-87.63702
818227822,876302176,32041627,12.671,41.90326:-87.69817|41.90337:-87.69821
727449855,813119518,813119519,43.374,41.92834:-87.63886|41.92873:-87.63885
1192760519,32008647,1140970301,71.182,41.90304:-87.76569|41.90305:-87.76483
828656285,883401203,869416781,19.004,41.87543:-87.63575|41.87558:-87.63586
1222317788,1159394667,1159397555,20.015,41.92945:-87.67662|41.92963:-87.67662
915977165,946783155,946781969,150.616,41.92137:-87.7218|41.9214:-87.71998
1219530633,808689609,1157604527,13.343,41.8815:-87.68644|41.88162:-87.68644
943191857,904099700,966180148,14.944,41.87928:-87.6436|41.87929:-87.64342
1161142329,32037665,1121304973,29.819,41.8484:-87.75401|41.8484:-87.75365
776377805,1082730267,847117190,7.784,41.86067:-87.63906|41.86074:-87.63906
868990694,911923458,911923457,58.939,41.86777:-87.64888|41.8683:-87.64887
943565515,966408616,32055093,44.681,41.90286:-87.62461|41.90325:-87.62474
915999641,946798184,32040245,40.091,41.87698:-87.70352|41.87729:-87.70352|41.87734:-87.70353
125158998,32054987,32054974,44.149,41.91164:-87.62625|41.91187:-87.62631|41.91203:-87.62635
858027966,816630427,1151039294,116.233,41.88753:-87.61753|41.88761:-87.61893
125165862,305457349,266525053,9.107,41.87827:-87.62419|41.87827:-87.62408
993206610,1004028935,32055431,16.916,41.92857:-87.67409|41.92871:-87.67401
916860213,32038326,947350978,50.52,41.857:-87.72733|41.857:-87.72672
720269290,32054825,808034597,53.132,41.91313:-87.63283|41.91356:-87.63311
720269291,808034597,32054830,32.151,41.91356:-87.63311|41.91382:-87.63328
19811349,32054554,32054541,93.861,41.88958:-87.62044|41.88965:-87.62157
915792179,32007091,946660711,48.878,41.85413:-87.7873|41.85414:-87.78671
1033506849,32039915,1034383535,52.177,41.86995:-87.71555|41.86996:-87.71492
915800252,946666920,946666865,52.174,41.91777:-87.64611|41.91779:-87.64548
915814328,32051625,946676546,52.137,41.91981:-87.65949|41.91982:-87.66012
858027947,32054525,904172753,110.416,41.88782:-87.61888|41.88785:-87.61859|41.88786:-87.61833|41.88786:-87.61805|41.88784:-87.61755
917267509,32008132,947617626,51.32,41.90723:-87.79014|41.90724:-87.79076
916085192,32007386,946764857,47.248,41.87218:-87.78292|41.8722:-87.78235
1167168343,1125050492,32007952,11.588,41.89295:-87.79293|41.89295:-87.79279
828856420,32007998,883529043,54.651,41.88175:-87.78286|41.88176:-87.7822
916176446,947254952,946838869,292.585,41.84508:-87.79377|41.84771:-87.79388
1168615877,1125960388,32053282,28.163,41.8481:-87.62276|41.8481:-87.62242
945107505,967721079,32050691,53.38,41.89552:-87.67214|41.896:-87.67215
722875175,32011682,809915846,34.48,41.92362:-87.79525|41.92393:-87.79526
916984266,32049281,947437644,42.254,41.85533:-87.64715|41.85571:-87.64715
1221618136,1158963961,1158963962,34.757,41.90747:-87.73729|41.90747:-87.73687
1168687560,32050317,1126003062,48.933,41.87358:-87.64091|41.87402:-87.64092
19817461,32037700,32037703,200.457,41.85019:-87.75648|41.85021:-87.75406
19837844,32037899,32037900,102.726,41.85305:-87.74677|41.85307:-87.74553
721680006,809082508,809082507,21.127,41.92819:-87.78636|41.92838:-87.78636
19811199,32051703,32051704,45.597,41.89008:-87.6511|41.89049:-87.65111
1078934467,946710757,1065825527,69.54,41.8915:-87.6631|41.89151:-87.66226
778721100,848702086,848702079,45.56,41.86241:-87.67836|41.86242:-87.67781
915796393,946663962,946663963,35.592,41.87645:-87.6915|41.87677:-87.69151
125158326,305433494,305433488,104.553,41.87206:-87.68613|41.873:-87.68616
915806043,946670933,32040830,57.827,41.8781:-87.68389|41.87862:-87.6839
942687598,904167238,965860403,23.351,41.89722:-87.62182|41.89743:-87.62182
721294627,808815213,32053283,98.835,41.8483:-87.62487|41.84833:-87.62467|41.84836:-87.62441|41.84843:-87.62369
19814526,32038010,32038011,100.106,41.87577:-87.75337|41.87667:-87.7534
943565704,966408716,32007517,56.334,41.85083:-87.77193|41.85084:-87.77125
721603212,809021173,809021170,13.24,41.91138:-87.65175|41.91138:-87.65159
996167661,1006074358,1006074357,12.231,41.91254:-87.65922|41.91265:-87.65922
948461597,32039353,969910717,36.694,41.89907:-87.72009|41.8994:-87.72009
125159115,32040467,305436692,26.528,41.85208:-87.68196|41.85209:-87.68164
915808394,946672549,946672550,103.543,41.84935:-87.68252|41.84936:-87.68127
19837794,32040497,32048451,200.485,41.85306:-87.6783|41.8531:-87.67588
19811000,32050862,32050870,134.942,41.891:-87.66387|41.89102:-87.66224
720258841,32050893,808028866,31.45,41.89979:-87.66251|41.89979:-87.66213
19815997,32007777,32007778,94.47,41.8666:-87.76429|41.8668:-87.76436|41.86705:-87.7644|41.86744:-87.76444
915792200,946660724,947254957,101.073,41.85124:-87.78722|41.85126:-87.786
778035935,808917878,848281380,39.994,41.85146:-87.6377|41.85165:-87.63729
19837313,32039773,32039846,109.06,41.85706:-87.70781|41.85748:-87.70662
19815185,32007404,32007405,201.346,41.87269:-87.77927|41.8745:-87.77934
722875498,809916013,32007666,67.084,41.86546:-87.77365|41.86547:-87.77284
19807672,32008200,32008211,182.407,41.90568:-87.78461|41.90732:-87.78466
1170088245,986782034,1126894859,28.172,41.87557:-87.63517|41.87558:-87.63551
16902990,32050572,32050576,57.845,41.87874:-87.63695|41.87926:-87.63697
19757705,32050397,32050394,75.185,41.87561:-87.64155|41.87566:-87.64206|41.8757:-87.64245
1190056399,32050178,1139302995,295.304,41.86597:-87.64442|41.86674:-87.64435|41.86718:-87.64432|41.86759:-87.64431|41.86804:-87.64433|41.86837:-87.64438|41.86862:-87.64441
943362465,952421499,966284110,16.679,41.8854:-87.64134|41.88555:-87.64134
1183491908,1135292164,1135293216,12.231,41.88207:-87.62699|41.88218:-87.62699
19757443,32054159,32054160,64.514,41.88626:-87.63098|41.88684:-87.631
1089530058,1073353589,1073353585,20.317,41.92:-87.76263|41.92017:-87.76254
19810095,32041908,32041909,108.999,41.89472:-87.6967|41.8957:-87.69673
719461151,32040192,807510165,35.592,41.86585:-87.70077|41.86617:-87.70078
943908753,966630833,32052627,32.293,41.90857:-87.6486|41.90858:-87.64821
19926037,32054259,32054437,62.913,41.88682:-87.62529|41.88682:-87.62453
721101520,32041227,808689043,31.146,41.88196:-87.70121|41.88224:-87.70122
940927368,32008651,964743233,32.257,41.90394:-87.76572|41.90423:-87.76573
916707139,32008079,947249583,59.599,41.90167:-87.79632|41.90168:-87.7956
19811014,32054305,32054306,87.86,41.89083:-87.63109|41.89162:-87.63111
19812868,32008002,967735401,24.686,41.88376:-87.78128|41.88398:-87.78132
993270592,1004069228,1004069227,19.033,41.90866:-87.74678|41.90866:-87.74655
915800598,946667165,32040211,142.368,41.86702:-87.69712|41.8683:-87.69716
858544542,904601696,813119518,6.672,41.92828:-87.63886|41.92834:-87.63886
857940006,858570955,904107984,53.001,41.92586:-87.63266|41.92589:-87.63251|41.92597:-87.63209|41.92598:-87.63204
943362466,966284110,32052193,16.7,41.88555:-87.64134|41.8857:-87.64133
1168811553,1126083402,32054292,46.367,41.89158:-87.63463|41.89159:-87.63407
720263149,32008561,808031205,40.71,41.90924:-87.77554|41.90933:-87.7755|41.90953:-87.77536|41.90957:-87.77533
1168821816,32041308,1126090638,36.433,41.8992:-87.70668|41.89921:-87.70624
817320606,875680849,32041333,12.415,41.89923:-87.70315|41.89923:-87.703
916056159,946836594,946836593,49.678,41.89088:-87.71312|41.89089:-87.71252
927353617,954615897,954615900,16.679,41.92519:-87.66619|41.92534:-87.66619
916061216,946839776,946667733,51.156,41.85609:-87.65944|41.85655:-87.65945
915780375,946652201,946651965,43.91,41.85476:-87.65581|41.85477:-87.65528
867336635,910781877,904446903,17.791,41.92473:-87.64956|41.92489:-87.64956
995736427,1005808645,1005808648,15.719,41.92483:-87.78725|41.92483:-87.78706
1131755518,848702071,1101929754,19.191,41.86099:-87.67801|41.86116:-87.67797
868990671,911923447,911923440,60.068,41.86776:-87.64985|41.8683:-87.64987
722869726,32008323,809912326,42.276,41.88801:-87.77488|41.88803:-87.77539
915786177,946656352,946656351,112.334,41.85178:-87.76577|41.85279:-87.7658
19811276,32041088,32041118,176.848,41.89026:-87.71128|41.89185:-87.71133
1190596720,1132995071,1139632947,49.686,41.92867:-87.64763|41.92869:-87.64703
942950919,947251307,966030646,28.971,41.89177:-87.78072|41.89177:-87.78037
1219624659,947254962,1157664808,14.909,41.85015:-87.78354|41.85015:-87.78336
721167420,808732442,808732443,25.689,41.87924:-87.64533|41.87925:-87.64502
915821945,32038300,946681660,49.711,41.84796:-87.72099|41.84797:-87.72039
721100625,32038318,808688545,50.573,41.85148:-87.72475|41.8515:-87.72414
915848503,946699060,32040042,52.182,41.86458:-87.705|41.86459:-87.70437
19836954,32038415,32038411,100.212,41.86061:-87.72989|41.86062:-87.7311
858359987,904443031,32053695,7.185,41.86126:-87.6209|41.86126:-87.62087|41.86128:-87.62082
915772031,946646556,946646555,46.629,41.8554:-87.71074|41.85555:-87.71029|41.85555:-87.71022
19805125,32041465,32041466,101.272,41.91915:-87.71352|41.92006:-87.71357
915952905,947479122,946767464,150.15,41.92632:-87.7262|41.92767:-87.72624
867764748,32052672,911050521,98.023,41.91985:-87.65457|41.92073:-87.65464
1223471384,1160100109,32052585,16.55,41.90981:-87.65127|41.90981:-87.65107
916892477,947372991,32040358,51.351,41.85375:-87.69488|41.85375:-87.69426
915800366,946666831,947372982,51.353,41.85127:-87.7095|41.85127:-87.70888
858612489,904662474,862725148,21.127,41.90671:-87.67002|41.9069:-87.67002
916921142,947392253,32043061,143.48,41.92511:-87.71821|41.9264:-87.71825
915953716,909561067,946766844,51.305,41.925:-87.72557|41.92501:-87.72495
1007517711,1014220291,32040464,156.578,41.85113:-87.68506|41.85116:-87.68317
996167659,1006074352,1006074357,83.896,41.91257:-87.66021|41.91265:-87.65998|41.91265:-87.65922
1169884804,32041342,1126774922,94.574,41.89339:-87.70167|41.89372:-87.70171|41.89387:-87.7018|41.89399:-87.70193|41.89408:-87.70199|41.89418:-87.702
125156591,305429582,32037902,62.291,41.85066:-87.74424|41.85122:-87.74426
19806712,32041604,32041671,28.984,41.91019:-87.70187|41.9102:-87.70152
1221796868,1159073443,1159073442,80.423,41.92124:-87.66443|41.92123:-87.66516|41.92141:-87.66516
818754111,876634531,876634581,17.81,41.87431:-87.76465|41.87447:-87.76466
916714857,947254472,32007893,67.922,41.88158:-87.79186|41.8816:-87.79104
1193648694,1141522581,966519625,17.81,41.92523:-87.76846|41.92539:-87.76847
125166470,32051956,32051918,569.072,41.89121:-87.65132|41.89139:-87.65186|41.89147:-87.65204|41.89158:-87.65224|41.89165:-87.65242|41.89171:-87.65263|41.89174:-87.65281|41.89176:-87.65305|41.89176:-87.65326|41.89176:-87.65345|41.89175:-87.6537|41.89173:-87.65394|41.89172:-87.65418|41.89171:-87.65438|41.89172:-87.65455|41.89175:-87.65475|41.89179:-87.65491|41.89186:-87.65508|41.89197:-87.65522|41.89209:-87.65532|41.89223:-87.65543|41.89238:-87.65549|41.89253:-87.65552|41.89269:-87.65551|41.89284:-87.65548|41.89298:-87.65541|41.89312:-87.65532|41.89324:-87.6552|41.89335:-87.65506|41.89344:-87.6549|41.89346:-87.65483|41.89351:-87.65471|41.89353:-87.65462|41.89356:-87.65449
1121675378,32039031,1095607250,54.586,41.91686:-87.75207|41.91735:-87.75211
19802998,32042913,32042915,103.441,41.92895:-87.73425|41.92988:-87.73428
19817797,32037663,32037664,100.106,41.84658:-87.75395|41.84748:-87.75398
19817251,32037719,32037725,116.766,41.85198:-87.75041|41.85303:-87.75043
915871436,946713918,947328350,52.957,41.92796:-87.77404|41.92797:-87.7734
1033545583,32039403,32039379,178.068,41.9062:-87.73251|41.9078:-87.7326
858803119,904818512,904819313,65.626,41.87056:-87.65115|41.87115:-87.65117
868990659,911923440,911923441,19.045,41.8683:-87.64987|41.8683:-87.64964
916059226,946661920,946661891,50.522,41.86978:-87.66288|41.86979:-87.66227
811395259,871948922,32052130,72.321,41.88118:-87.64407|41.88155:-87.64409|41.88183:-87.6441
108775427,32052308,32052312,17.868,41.8852:-87.63682|41.88536:-87.6368
858797055,904815963,858581440,24.006,41.88797:-87.6358|41.88797:-87.63551
727666871,32054474,813266154,33.369,41.89011:-87.62409|41.89041:-87.6241
1012183369,32040665,1018154231,52.288,41.87204:-87.68861|41.87251:-87.68863
915824521,946683279,32040857,52.176,41.87141:-87.68188|41.87142:-87.68125
1131755516,1101929753,848702096,7.828,41.86076:-87.67337|41.86083:-87.67336
1191962483,1140472461,32039464,50.065,41.91122:-87.73002|41.91167:-87.73004
1178239812,1132057325,32038367,92.263,41.85276:-87.71972|41.85311:-87.71871
1168481547,32042346,1125877390,30.034,41.91594:-87.67758|41.91621:-87.67759
917024309,32042107,947468348,48.001,41.90297:-87.69073|41.90297:-87.69015
1176948107,32007045,1131294183,57.827,41.84696:-87.78835|41.84748:-87.78836
915790987,946659797,975921743,58.836,41.92315:-87.7945|41.92318:-87.79379
19926050,805760358,805760359,104.536,41.85091:-87.63685|41.85185:-87.63687
946218870,32038731,968419327,111.244,41.88568:-87.75035|41.88668:-87.75039
