linkId,refnodeid,nrefnodeid,linklength,shapepoints
721101534,32040260,808689051,58.24,41.87435:-87.70103|41.87439:-87.70151|41.8744:-87.70173
946071418,32050933,968327852,44.71,41.89442:-87.65747|41.89443:-87.65801
916707645,947249932,32007768,50.045,41.86509:-87.76795|41.86554:-87.76796
1035035526,1035430749,1035430748,14.08,41.85365:-87.62937|41.85365:-87.6292
915973188,946780563,946780564,101.018,41.88615:-87.69642|41.88617:-87.6952
19812035,32007915,32007917,55.604,41.88739:-87.78954|41.88789:-87.78955
915901128,946733490,947438405,52.066,41.87272:-87.74438|41.87308:-87.7444|41.87317:-87.74448
917267465,947617604,947617603,90.083,41.90796:-87.77556|41.90841:-87.77557|41.90877:-87.77558
942926100,32037923,966014768,62.319,41.85949:-87.74453|41.86005:-87.74456
916860178,947350960,32039860,159.852,41.8591:-87.70484|41.85912:-87.70291
917310950,32039089,947644374,52.144,41.91147:-87.74469|41.91148:-87.74406
915942725,808689056,946760765,52.172,41.87691:-87.70109|41.87692:-87.70172
1222577396,1159550126,1159550124,18.921,41.91151:-87.73737|41.91168:-87.73738
19950262,32040061,32040066,61.163,41.86245:-87.7019|41.863:-87.70191
719867605,807770732,32054823,69.153,41.91227:-87.63316|41.91265:-87.63317|41.91289:-87.63313
19808416,32039390,32039391,105.635,41.90168:-87.73118|41.90263:-87.73118
915798242,946665441,946665454,50.045,41.84774:-87.63613|41.84819:-87.63614
915770902,946645556,946645766,100.089,41.91827:-87.6746|41.91917:-87.67462
1170756917,1127302093,305426437,27.811,41.87273:-87.74499|41.87298:-87.745
915805484,946670567,947666535,45.597,41.92747:-87.74712|41.92788:-87.74713
125165329,32053629,305456108,13.248,41.8718:-87.62757|41.8718:-87.62741
858544570,32049930,904601707,18.214,41.87916:-87.65076|41.87916:-87.65054
858605799,904656256,32051346,30.551,41.90133:-87.66145|41.9015:-87.66174
719981255,32051389,807842854,45.342,41.91067:-87.66571|41.91106:-87.66587
1162445582,1120118980,1122113493,27.333,41.85062:-87.78581|41.85062:-87.78548
720263132,32008237,808031195,56.282,41.90915:-87.78338|41.90916:-87.7827
1219327042,305433628,1157454009,41.385,41.89576:-87.68854|41.89576:-87.68804
19809646,32041325,32041323,34.872,41.89643:-87.70189|41.89658:-87.70226
858801120,904818186,32054175,48.926,41.88877:-87.63104|41.88921:-87.63104
711412333,305459803,801646653,4.141,41.8528:-87.63103|41.8528:-87.63098
19805355,32008260,32008264,201.324,41.9182:-87.78773|41.92001:-87.78779
19806308,32008173,32008252,134.055,41.91272:-87.78998|41.91273:-87.78836
720478278,32054664,808197379,22.178,41.89097:-87.62199|41.89103:-87.62198|41.89108:-87.62194|41.8911:-87.62189|41.89111:-87.62184
779421832,32049513,32052965,399.406,41.84745:-87.63839|41.84746:-87.63793|41.84747:-87.63736|41.84747:-87.63705|41.84747:-87.63699|41.84747:-87.63685|41.84747:-87.63672|41.84748:-87.63658|41.84753:-87.63612|41.84763:-87.63582|41.84778:-87.63542|41.84788:-87.63513|41.84793:-87.63494|41.84796:-87.63473|41.84796:-87.63449|41.84794:-87.63428|41.84788:-87.63397|41.84782:-87.63372
19816749,32007149,32007150,103.528,41.85808:-87.78005|41.85809:-87.7788
1193816726,32012457,1141624231,62.058,41.92592:-87.75868|41.92593:-87.75793
956114351,975921269,32051386,41.175,41.90668:-87.66395|41.90705:-87.66397
19803531,32042385,32042387,100.108,41.92686:-87.75624|41.92734:-87.75626|41.92776:-87.75627
916927926,32008146,947396927,52.957,41.91449:-87.79496|41.91449:-87.79432
829112524,817229234,883703726,17.387,41.87574:-87.69137|41.87574:-87.69116
125169715,305456777,32050759,50.167,41.88392:-87.66379|41.88402:-87.6637|41.88411:-87.66359|41.88424:-87.66337
781302364,32049724,850462511,93.621,41.85088:-87.63846|41.8509:-87.63733
810656980,32049574,871461374,50.475,41.85056:-87.6445|41.85052:-87.64435|41.85054:-87.64424|41.85073:-87.64402
1168058800,818197875,1125613612,81.189,41.91502:-87.76567|41.91575:-87.76569
916991816,947443974,32008752,147.947,41.90995:-87.75932|41.91128:-87.75937
945107507,967721080,32050680,42.327,41.89287:-87.67206|41.89325:-87.67209
718176695,806622183,806622184,132.502,41.88181:-87.6736|41.88184:-87.672
818552839,876512930,876512932,45.732,41.8919:-87.69054|41.89209:-87.69103
1126864574,1098780883,1098782990,132.387,41.88526:-87.78379|41.88645:-87.78384
1192881100,1141045665,32038725,14.455,41.88919:-87.75294|41.88932:-87.75294
956115411,946664558,975921868,134.958,41.89454:-87.74514|41.89457:-87.74351
19808786,32008395,32008541,203.529,41.9002:-87.77406|41.90203:-87.77411
19810417,32054294,32054295,87.879,41.89319:-87.6341|41.89398:-87.63413
1189622753,1139050472,226494569,260.759,41.8924:-87.64636|41.89242:-87.64429|41.89242:-87.64414|41.89243:-87.64321
19836672,946662697,32040731,153.469,41.86348:-87.68351|41.86486:-87.68354
943094805,32007639,966120511,40.593,41.86362:-87.77527|41.86363:-87.77478
19817269,32007611,32007616,264.676,41.85184:-87.76272|41.85422:-87.76277
915952075,946766938,946765398,81.21,41.9234:-87.71128|41.92413:-87.71131
720251481,305456101,808025024,34.56,41.90944:-87.70698|41.90975:-87.70701
915935294,947471581,946755769,81.913,41.92417:-87.64387|41.92418:-87.64288
1121682241,975689445,1095610071,6.672,41.9292:-87.70366|41.92926:-87.70366
947139540,969017768,32008421,47.821,41.89984:-87.77039|41.90027:-87.7704
719393903,807468093,32041902,27.811,41.89005:-87.68666|41.8903:-87.68667
916917890,32043053,947390119,157.951,41.92636:-87.7207|41.92778:-87.72075
19817201,32007138,32007486,101.053,41.85259:-87.77865|41.8526:-87.77743
915793341,947251281,947251280,103.534,41.86575:-87.78644|41.86577:-87.78519
1193306909,1095606158,1141312683,13.343,41.91737:-87.75091|41.91749:-87.75091
915783144,946654154,947435104,202.972,41.85202:-87.73454|41.85206:-87.73209
1219624668,1157664809,1157664812,16.679,41.8505:-87.78336|41.85065:-87.78336
757027081,833851271,32054828,42.286,41.91509:-87.63482|41.91547:-87.63484
1222069853,1159248727,1159248711,6.625,41.8654:-87.64018|41.8654:-87.6401
915806046,946670935,32040851,56.919,41.87812:-87.68273|41.87857:-87.68274|41.87863:-87.68276
1168616908,1125961030,868860822,27.749,41.88501:-87.66302|41.88512:-87.66296|41.88524:-87.66289
19803251,32045715,32045720,61.457,41.9281:-87.70583|41.92821:-87.70576|41.92838:-87.70569|41.92853:-87.70567|41.92863:-87.7057
1169764680,1126703776,1126703775,68.257,41.90425:-87.65928|41.90441:-87.6594|41.90459:-87.6595|41.90482:-87.65957
915770888,946645524,946645754,100.106,41.91825:-87.67581|41.91915:-87.67584
916994952,947446743,32012423,52.288,41.92351:-87.76717|41.92398:-87.76719
1167935877,1125537640,32038755,76.157,41.89495:-87.75224|41.89496:-87.75316
857966001,808738766,904129448,7.451,41.8809:-87.62018|41.8809:-87.62009
722918818,32011777,809943772,56.734,41.92369:-87.78545|41.9242:-87.78547
995822298,1005862164,1005862163,84.508,41.92362:-87.79196|41.92438:-87.79196
942368555,965656695,32008246,35.592,41.90886:-87.78079|41.90918:-87.7808
1121236739,32007373,946635095,48.071,41.87801:-87.78807|41.87803:-87.78749
916052911,946834469,32048495,50.045,41.85548:-87.66857|41.85593:-87.66858
720474737,32052494,808195407,32.3,41.89074:-87.63699|41.89097:-87.63701|41.89103:-87.63701
915908523,32042532,946738144,37.242,41.93058:-87.74163|41.93059:-87.74118
1114880632,32053220,1091223155,77.864,41.85424:-87.62712|41.85425:-87.62641|41.85425:-87.62618
19811372,32054620,32054554,66.306,41.88955:-87.61964|41.88958:-87.62044
810612619,871434254,32050068,46.364,41.87795:-87.64675|41.87795:-87.64619
1102118546,1082531997,1082531999,18.242,41.89984:-87.65806|41.89985:-87.65784
947304622,969118314,904607106,112.356,41.93006:-87.63927|41.93107:-87.63931
778721115,848702095,848702077,48.849,41.86109:-87.67664|41.86117:-87.67722
915757951,946636848,858578032,11.584,41.91467:-87.6405|41.91467:-87.64036
941408965,32039221,965043883,25.588,41.88336:-87.72573|41.88359:-87.72574
916172594,946907884,947461679,54.682,41.87542:-87.74571|41.87577:-87.74571|41.87591:-87.74574
1167200299,1125070267,848377334,136.794,41.86691:-87.74479|41.86751:-87.7448|41.86814:-87.74482
917041659,32042405,947478448,47.821,41.9233:-87.74874|41.92373:-87.74875
19805568,32039439,32039440,101.772,41.91705:-87.73755|41.91705:-87.73632
1222577387,1159550121,964757925,43.006,41.9105:-87.73739|41.91068:-87.73785
1193822478,1141627245,32039101,71.191,41.91874:-87.74703|41.91876:-87.74617
857971795,904133578,904133575,83.639,41.88577:-87.62204|41.88579:-87.62103
857928433,904098626,904098627,12.418,41.88088:-87.62207|41.88088:-87.62192
1192899575,1141056543,1141056542,87.879,41.88442:-87.75765|41.88521:-87.75768
916024802,946646457,947438879,111.207,41.8909:-87.70581|41.8919:-87.70583
970162206,32052254,986917025,8.279,41.88064:-87.63674|41.88064:-87.63664
19816344,32007160,32007161,161.267,41.86331:-87.79499|41.86476:-87.79503
732555552,816630429,808925331,76.449,41.88782:-87.61888|41.88788:-87.6198
1221828793,1159092239,32042323,39.262,41.9117:-87.67951|41.91193:-87.67987
1199116632,1144797019,1144374285,32.257,41.86618:-87.67616|41.86647:-87.67617
1220872832,1158493222,808687626,24.02,41.85121:-87.74531|41.85121:-87.74502
915823393,946682594,946682593,114.762,41.85208:-87.74245|41.85214:-87.74247|41.85311:-87.7425
915819051,946679766,946679767,116.666,41.91956:-87.68451|41.91957:-87.6831
916822465,32051166,947323549,49.661,41.91233:-87.67507|41.91234:-87.67447
916808063,947313029,32041718,48.004,41.9156:-87.70462|41.91561:-87.7052
125161384,32038560,305444612,36.454,41.86237:-87.71772|41.86238:-87.71728
1191962484,947448606,1140472462,6.672,41.91034:-87.73001|41.9104:-87.73001
1007341042,1014108724,32042211,47.987,41.9208:-87.68984|41.9208:-87.68926
996167663,1006074359,1006074357,114.793,41.91254:-87.65807|41.91274:-87.65815|41.91274:-87.65904|41.91265:-87.65922
916030288,946819567,947313040,61.302,41.88244:-87.72137|41.88265:-87.72137|41.88299:-87.72133
1219158063,1157346679,1157346678,11.591,41.87616:-87.69633|41.87616:-87.69619
1193352577,32008658,1141339010,51.176,41.90754:-87.76823|41.908:-87.76825
1170984241,1127444569,32054165,57.946,41.88695:-87.63171|41.88695:-87.63101
858801121,904818187,32054223,33.369,41.88892:-87.62956|41.88922:-87.62957
19757590,32052150,32052152,122.533,41.88056:-87.6426|41.88057:-87.64112
916166628,946904265,946904264,24.037,41.87506:-87.67342|41.87507:-87.67313
916798576,809958007,947307202,12.231,41.92354:-87.75612|41.92365:-87.75612
19817083,32007099,32007108,224.652,41.85415:-87.78609|41.85617:-87.78614
721147765,32050637,808719981,28.923,41.88239:-87.66683|41.88265:-87.66684
721079251,808675215,808675214,57.963,41.88082:-87.65269|41.88083:-87.65199
915360191,32007419,946381174,108.999,41.87814:-87.77949|41.87912:-87.77952
19836673,32048942,32049807,186.035,41.86328:-87.65657|41.86468:-87.65534
721680044,809082531,809082530,22.169,41.92673:-87.78773|41.9269:-87.78787
1168487390,1125881537,1125881538,38.927,41.85538:-87.66609|41.85573:-87.6661
19837892,32040495,32040497,103.425,41.85213:-87.67828|41.85306:-87.6783
19816312,32007323,32007324,102.71,41.86352:-87.78264|41.86354:-87.7814
1192900494,1141057097,32038719,54.511,41.88518:-87.7528|41.88567:-87.75282
1192900493,946797591,1141057097,16.7,41.88503:-87.75279|41.88518:-87.7528
19807109,32041432,32041436,100.13,41.90828:-87.70692|41.90918:-87.70696
859447037,905234182,883501822,24.463,41.88808:-87.71655|41.88817:-87.71655|41.8883:-87.71655
950305671,971072566,32053098,123.052,41.84674:-87.6298|41.84679:-87.62949|41.8468:-87.62911|41.84683:-87.62869|41.84688:-87.62833
778157973,32042022,848368854,22.239,41.88874:-87.67685|41.88894:-87.67685
916709832,32008218,947251291,53.805,41.90381:-87.78278|41.90382:-87.78213
1035035552,1035430752,1035430769,115.527,41.85448:-87.62967|41.85479:-87.62928|41.85492:-87.62935|41.85503:-87.62914|41.85512:-87.62878
1168172344,1120943638,1125686090,32.257,41.89778:-87.76548|41.89807:-87.76549
858360010,32051579,904443043,45.505,41.92072:-87.66567|41.92072:-87.66512
1114586075,1091049088,32049738,83.186,41.85138:-87.63786|41.85151:-87.63794|41.8516:-87.63798|41.85174:-87.63799|41.85201:-87.63798|41.85211:-87.63798
915781696,32038188,946653186,51.156,41.84599:-87.73109|41.84645:-87.7311
995827944,1005865558,1005865559,47.157,41.92467:-87.78942|41.92467:-87.78885
19835883,32040213,32040214,99.088,41.87187:-87.70586|41.87276:-87.70592
19803240,32045733,32045728,102.588,41.92813:-87.70362|41.92814:-87.70486
926195840,32046158,953888496,52.13,41.92849:-87.69631|41.9285:-87.69568
915796963,946664426,32008355,67.056,41.89178:-87.7791|41.89179:-87.77829
916994523,32008669,947446354,54.991,41.90937:-87.76574|41.90985:-87.76558
916056160,946836592,946836595,47.182,41.89081:-87.71251|41.89081:-87.71194
914150501,32054948,945633195,77.437,41.91221:-87.62764|41.91221:-87.62791|41.91221:-87.62808|41.91222:-87.62827|41.91224:-87.62847|41.91226:-87.62857
776345287,32052746,32054735,243.358,41.90206:-87.63737|41.90207:-87.63649|41.9021:-87.63443
857929462,32052826,904099427,20.685,41.9183:-87.63998|41.9183:-87.63973
727358090,813057957,32054825,20.98,41.91296:-87.63272|41.91313:-87.63283
915776223,946649476,32039162,47.201,41.88333:-87.72875|41.88334:-87.72818
19808644,32042075,32042252,98.995,41.90043:-87.67961|41.90132:-87.67964
19805464,32041740,32041741,10.756,41.91743:-87.70392|41.91743:-87.70379
1169118494,32041569,1126298978,40.014,41.91013:-87.70691|41.91042:-87.70681|41.91048:-87.7068
1191952584,1140466700,1140466701,78.966,41.89246:-87.7223|41.89317:-87.72232
858777755,32046429,904804951,24.463,41.92188:-87.6855|41.9221:-87.6855
757309626,32051200,834032518,53.032,41.91786:-87.67156|41.918:-87.67162|41.91815:-87.67175|41.91826:-87.67189
1220872833,808687626,1158493223,15.737,41.85121:-87.74502|41.85121:-87.74483
721170168,32049949,808733965,34.51,41.87432:-87.64711|41.87463:-87.64713
1102324419,32041007,1082664145,12.259,41.88479:-87.71356|41.8849:-87.71355
19813530,32007856,32007857,115.905,41.88033:-87.76012|41.88033:-87.75872
945337272,32041720,967863594,88.991,41.91198:-87.70227|41.91278:-87.7023
1221752611,1159047387,1159047374,61.157,41.90563:-87.6691|41.90618:-87.6691
721603217,809021167,809021176,70.337,41.91105:-87.65159|41.91105:-87.65074
718216646,806646369,806646363,9.107,41.87898:-87.67414|41.87898:-87.67403
948461608,969910722,32039413,32.275,41.90622:-87.72925|41.90622:-87.72886
19807327,32008658,32008659,99.311,41.90754:-87.76823|41.90755:-87.76703
915847021,32046452,946698106,48.954,41.92133:-87.68143|41.92177:-87.68145
1169805335,32053239,1126728027,98.579,41.85786:-87.6256|41.85788:-87.62441
1168050795,32039506,1125608265,63.735,41.90268:-87.72263|41.90269:-87.72186
915791303,947359434,947359435,204.791,41.90816:-87.71857|41.90954:-87.71861|41.90954:-87.71799
1192497301,1140802899,1140802898,22.254,41.92422:-87.68938|41.92442:-87.68939
915778221,946650820,946650823,67.057,41.88258:-87.77963|41.88258:-87.77882
125158331,305433486,305433498,97.866,41.86751:-87.686|41.86839:-87.68602
1178240258,1132057556,32038350,33.136,41.85242:-87.72138|41.85255:-87.72102
19814137,32040015,32040019,85.342,41.87726:-87.7109|41.87729:-87.70987
917600512,32040283,947817994,52.268,41.87593:-87.69981|41.8764:-87.69982
1170878661,1127373824,32040202,51.156,41.86781:-87.69959|41.86827:-87.6996
1193529354,969455570,1141449777,32.257,41.89391:-87.78161|41.8942:-87.78162
948461593,946799759,969910715,12.231,41.89494:-87.71751|41.89505:-87.71751
1169280281,1095610123,1126396777,76.742,41.8958:-87.72855|41.89649:-87.72857
916066804,946692951,946693285,98.977,41.89402:-87.72421|41.89491:-87.72423
916927907,32041764,947396917,51.316,41.91205:-87.69704|41.91206:-87.69642
868978993,911913780,911913779,28.911,41.87167:-87.64628|41.87193:-87.64628
1189622754,32055085,1139050473,36.564,41.90163:-87.62427|41.90182:-87.62432|41.90195:-87.62437
103464699,32054241,32054243,18.029,41.88704:-87.62652|41.88715:-87.62636
915791638,847095288,946660301,49.667,41.905:-87.64923|41.90501:-87.64863
719980921,32051441,807842672,59.354,41.9107:-87.66215|41.91117:-87.66249
916709813,942873903,947251281,28.923,41.86549:-87.78643|41.86575:-87.78644
916994532,947446358,32008617,144.613,41.90981:-87.77145|41.91111:-87.7715
945639076,32041228,968052155,120.873,41.88285:-87.70125|41.88286:-87.69979
948453385,32041929,969905315,55.463,41.90022:-87.69435|41.90023:-87.69368
19757617,32053612,32053617,128.326,41.87877:-87.63233|41.87877:-87.63078
1169097930,32042080,1126286224,28.923,41.89957:-87.67715|41.89983:-87.67716
857924775,904095668,32053793,47.821,41.87784:-87.62439|41.87827:-87.6244
943055016,847117178,966095358,13.369,41.86103:-87.66137|41.86115:-87.66138
915903155,32052810,946734730,43.398,41.91207:-87.63669|41.91246:-87.63671
945596079,968025504,32052755,204.659,41.90737:-87.63968|41.90921:-87.63974
915769761,946644972,32056349,54.617,41.92193:-87.64071|41.92194:-87.64005
783878647,32042234,852097011,28.923,41.90404:-87.68218|41.9043:-87.68219
915761841,946639496,1095544958,51.313,41.91587:-87.72101|41.91588:-87.72039
718175104,806621258,806621266,33.496,41.88191:-87.67641|41.88204:-87.67641|41.88204:-87.67618
915871646,946714077,946713305,143.48,41.91533:-87.73445|41.91662:-87.73449
1012040935,1018065920,32038539,154.85,41.868:-87.72463|41.86801:-87.72276
1169817312,32039941,1126735043,32.314,41.86637:-87.7093|41.86638:-87.70891
719389761,32040041,807465565,150.17,41.86457:-87.70559|41.86592:-87.70564
820252674,32049185,877656411,34.804,41.85253:-87.65465|41.85254:-87.65423
916031186,1117417246,947396939,203.655,41.91094:-87.78588|41.91277:-87.78598
1167123111,32007222,1125018961,83.413,41.87427:-87.79405|41.87502:-87.79407
1168510224,1125894814,32040510,38.925,41.85764:-87.67891|41.85764:-87.67844
915796994,946664457,32008053,58.939,41.89405:-87.78323|41.89458:-87.78324
932533420,32050964,958434607,69.873,41.89822:-87.65976|41.89857:-87.66006|41.89876:-87.66019
19810199,32050704,32050714,199.506,41.89423:-87.66966|41.89426:-87.66725
1170556976,1127186282,32050878,44.709,41.89611:-87.66543|41.89612:-87.66489
858826990,904833113,876511668,21.525,41.88022:-87.66396|41.88022:-87.6637
776304534,847067663,32037897,17.81,41.85188:-87.74672|41.85204:-87.74673
717364929,32052699,806149067,41.38,41.90262:-87.64444|41.90262:-87.64394
923583560,32049774,952249143,41.409,41.85764:-87.63995|41.85764:-87.63945
1168633069,32049718,1125970857,37.285,41.85763:-87.64085|41.85764:-87.6404
1157554190,32007303,1119061036,60.068,41.8635:-87.78389|41.86404:-87.78391
970164990,986918659,986918658,144.563,41.88193:-87.63709|41.88323:-87.63711
858369102,813057750,904450988,7.45,41.88909:-87.63695|41.88909:-87.63686
942508342,965745688,965745689,28.162,41.89917:-87.70963|41.89918:-87.70997
915866121,32050884,946710486,42.262,41.89613:-87.66356|41.89651:-87.66357
19816718,32007603,32007604,101.89,41.85825:-87.76777|41.85827:-87.76654
19807778,32042093,32042094,101.191,41.9048:-87.69201|41.90571:-87.69202
1118714083,1093685310,32051178,5.56,41.91416:-87.67265|41.91421:-87.67265
858787067,813128775,904810325,39.758,41.87426:-87.65439|41.87427:-87.65391
1169446063,32052634,1126494698,52.107,41.90805:-87.64553|41.90837:-87.64599
917005243,32052823,947456292,4.158,41.91474:-87.63542|41.91477:-87.63545
915795436,947249585,946663195,140.145,41.88508:-87.79195|41.88634:-87.79199
915796741,946664155,946664235,165.732,41.88887:-87.78389|41.89036:-87.78394
124641234,32046463,17152887,296.704,41.925:-87.68281|41.92661:-87.68567
19804477,32042404,32042468,104.269,41.92239:-87.7487|41.92241:-87.74744
1170556961,1127186274,967724636,11.588,41.89676:-87.68131|41.89676:-87.68117
1078918791,1065825526,32051078,103.464,41.90005:-87.67105|41.90098:-87.67109
1169094494,1126284241,876302172,20.015,41.90626:-87.69697|41.90644:-87.69697
916077318,32039338,946850090,53.38,41.89173:-87.72109|41.89221:-87.7211
1167199817,809995542,1125069998,26.522,41.86575:-87.75397|41.86576:-87.75365
1168101799,1125643121,32039088,27.811,41.91482:-87.74602|41.91507:-87.74603
1168476042,1125873066,32040075,54.492,41.86774:-87.7057|41.86823:-87.70571
916878969,947364007,32008395,51.361,41.90018:-87.77468|41.9002:-87.77406
916706454,947249134,32007585,52.19,41.85459:-87.7683|41.8546:-87.76767
776345231,32051614,847095275,6.684,41.91407:-87.65687|41.9141:-87.6568
1168440580,1125851271,1125851272,22.358,41.86668:-87.67721|41.86668:-87.67694
915805323,946670448,946670245,57.947,41.88626:-87.76173|41.88626:-87.76103
19836647,32038051,32038052,158.23,41.86408:-87.74222|41.86412:-87.74031
1222086115,1159258881,1159258684,16.662,41.92977:-87.68225|41.92987:-87.6824
757125357,833916037,805697446,101.201,41.9239:-87.64872|41.92481:-87.64874
19806202,32039019,32039026,142.151,41.91326:-87.7481|41.9142:-87.74814|41.91429:-87.74816|41.91451:-87.74831
916997087,947448601,32039092,56.715,41.91243:-87.74351|41.91294:-87.74352
130099847,312123307,32040521,38.927,41.86137:-87.69438|41.86172:-87.69439
858790918,813127317,904812606,81.173,41.87298:-87.65534|41.873:-87.65436
869078399,911984031,32049841,21.529,41.86453:-87.64985|41.86472:-87.6499
915824545,946683296,32042031,40.03,41.89179:-87.6843|41.89215:-87.6843
917032163,32052671,947472808,50.147,41.91811:-87.65336|41.91856:-87.6534
1171721354,1127882337,32054260,49.668,41.88682:-87.62589|41.88682:-87.62529
1080051845,1066755101,1065840875,130.159,41.92649:-87.67954|41.92612:-87.67999|41.92657:-87.68066
859174990,905063936,855155730,14.455,41.9136:-87.72643|41.91373:-87.72643
943694222,966488592,32039454,15.72,41.91982:-87.73416|41.91982:-87.73397
19838402,32039787,32039791,102.767,41.84634:-87.70509|41.84637:-87.70385
915794670,947358072,947358071,203.502,41.86246:-87.72934|41.86429:-87.72937
20079132,32049013,32049015,63.387,41.87239:-87.65681|41.87296:-87.6568
947301801,32045520,969116483,17.373,41.92652:-87.71081|41.92652:-87.7106
1193808161,32038997,1141619279,48.933,41.92042:-87.75725|41.92086:-87.75726
996126884,1006049749,1006049745,21.127,41.91498:-87.74487|41.91517:-87.74487
931540432,847113794,957806013,34.47,41.87395:-87.7204|41.87414:-87.7204|41.87426:-87.7204
1222069827,1159248713,1159248707,102.313,41.8654:-87.63919|41.86632:-87.63921
19806286,32008273,32008274,74.472,41.91281:-87.78347|41.91281:-87.78257
1169354381,1126441396,32049573,23.455,41.8507:-87.64483|41.8509:-87.64492
721176980,305457349,808737795,81.278,41.87827:-87.62419|41.879:-87.62424
915765742,946640956,809784969,57.095,41.90188:-87.74652|41.90239:-87.7466
858429868,904504002,808733027,64.514,41.89031:-87.62665|41.89089:-87.62667
915983632,946787398,946787396,260.186,41.92925:-87.66648|41.93115:-87.66654|41.93113:-87.66713
956132632,975931611,32043067,50.045,41.9278:-87.71829|41.92825:-87.7183
915888607,32038394,946725345,50.526,41.86422:-87.73368|41.86423:-87.73307
19837660,32048674,32048684,92.795,41.85418:-87.66429|41.85488:-87.66368
1169094496,1126284242,32041367,33.369,41.89778:-87.69676|41.89808:-87.69677
721082326,32052104,808677054,43.054,41.89641:-87.64774|41.89642:-87.64722
1171651240,1127842375,32054186,55.466,41.88325:-87.62856|41.88325:-87.62789
19837525,32039845,32039853,102.705,41.85542:-87.70536|41.85543:-87.70412
1102882878,1083020976,808690287,25.7,41.85261:-87.64893|41.85262:-87.64862
1209879392,1151379396,808688204,60.008,41.86546:-87.65467|41.86591:-87.65427
19807111,32054798,32054804,148.233,41.90782:-87.62759|41.90787:-87.6258
915870249,32051803,946713181,84.508,41.88563:-87.64981|41.88639:-87.64981
19812033,32050847,32050848,113.467,41.88668:-87.65685|41.88713:-87.65685|41.8877:-87.65688
916030863,946820001,32050837,44.478,41.88953:-87.66085|41.88993:-87.66085
915776565,946649679,946649713,49.684,41.8834:-87.65617|41.88341:-87.65557
740998251,32054232,32054236,62.096,41.88681:-87.62701|41.88682:-87.62626
915852800,946701808,947251403,54.665,41.86501:-87.77349|41.86502:-87.77283
956111730,32038219,975919822,51.156,41.8587:-87.73716|41.85916:-87.73717
1139764498,1107285589,32039390,40.03,41.90132:-87.73118|41.90168:-87.73118
19805752,32041773,32041778,85.226,41.91566:-87.69818|41.91566:-87.69715
1089552620,969318299,1073367705,10.755,41.92799:-87.73616|41.92799:-87.73603
1168639623,305432979,1125974783,30.034,41.86101:-87.64675|41.86128:-87.64676
1193318558,1141319529,32042508,32.247,41.92501:-87.74142|41.9253:-87.74142
1193310947,1141315147,32042536,59.573,41.92862:-87.73985|41.92863:-87.73913
1198580377,1125898803,1144481670,36.501,41.86909:-87.67681|41.86911:-87.67637
1102351515,966187383,1082681056,102.334,41.86181:-87.67611|41.86234:-87.67613|41.86247:-87.67613|41.86273:-87.67614
917337449,947659635,32045490,57.827,41.92876:-87.71465|41.92928:-87.71466
915979919,946784791,947658604,50.486,41.91552:-87.67574|41.91553:-87.67513
1219530638,1157604529,1157604526,78.68,41.88164:-87.68492|41.88166:-87.68397
1221981683,1159190660,1159190663,52.776,41.92451:-87.6723|41.92485:-87.67232|41.92486:-87.67214
915778358,946650908,947260849,67.967,41.8822:-87.7837|41.88223:-87.78288
828856422,305461058,883529044,43.374,41.88593:-87.78462|41.88632:-87.78463
947841626,969458632,32007951,68.986,41.89097:-87.79274|41.89159:-87.79277
1078918823,32050915,1065825545,130.785,41.89349:-87.65958|41.8935:-87.658
720258838,32051998,32052002,142.531,41.89626:-87.65456|41.89671:-87.65419|41.89709:-87.65388|41.89728:-87.65371|41.89736:-87.65369
1168606929,1125953285,1125954841,28.911,41.85328:-87.68567|41.85346:-87.68567|41.85354:-87.68567
915946832,947390122,975920415,100.95,41.91759:-87.72901|41.9176:-87.73023
721102478,808689602,32038809,45.62,41.88142:-87.7453|41.88183:-87.74532
1088914746,32048984,1072977911,20.015,41.8764:-87.66429|41.87658:-87.66429
868990687,911923451,911923449,40.039,41.8674:-87.64941|41.86776:-87.64942
868990661,911923441,911923442,18.217,41.8683:-87.64964|41.8683:-87.64942
19808987,32039356,32039357,100.979,41.89908:-87.71885|41.89909:-87.71763
947488617,969232968,32039335,21.519,41.89905:-87.72401|41.89905:-87.72375
19804245,32045690,32045691,58.939,41.92325:-87.70458|41.92378:-87.70459
1224600097,1160796027,1160796026,17.134,41.92293:-87.67139|41.92297:-87.67159
868990674,911923447,911923448,18.217,41.86776:-87.64985|41.86776:-87.64963
947270240,969096048,904102278,22.254,41.9153:-87.6387|41.9155:-87.63871
1221396816,1158822582,1158822583,52.133,41.9105:-87.6903|41.9105:-87.68967
947274962,32056173,969099161,52.961,41.92356:-87.65229|41.92357:-87.65165
915796374,946663946,947472808,48.816,41.91856:-87.65399|41.91856:-87.6534
19837759,32048486,32048489,204.603,41.85319:-87.66852|41.85322:-87.66605
1168049437,32008660,1125607499,94.574,41.90758:-87.76584|41.90823:-87.76587|41.90843:-87.76588
1168645641,32049910,1125978356,167.274,41.87784:-87.65457|41.87787:-87.65255
1209182067,1150968788,32038245,25.108,41.85491:-87.73222|41.85493:-87.73226|41.85495:-87.73233|41.85495:-87.73251
20083743,32038230,32038231,29.867,41.85136:-87.7323|41.85147:-87.73219|41.85155:-87.73205
19837610,32038221,32038222,105.664,41.8549:-87.73462|41.85585:-87.73465
