sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.371;-7.95;5.333;-0.329;-8.124;5.482;-0.042;0.174;-0.149;-0.002;-0.001;0.006;9.0;-62.0;45.2;21.8;52.5;55.9;3.4;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;170025;2019-02-26 07:41:00:003
-0.317;-7.897;5.376;-0.33;-8.125;5.482;0.012;0.227;-0.106;-0.004;0.0;0.006;9.0;-62.1;46.3;22.9;51.7;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;170526;2019-02-26 07:41:00:504
-0.259;-7.881;5.404;-0.33;-8.125;5.482;0.072;0.244;-0.078;-0.001;0.0;0.007;9.0;-62.3;46.2;23.3;51.7;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;171027;2019-02-26 07:41:01:005
-0.439;-7.84;5.417;-0.33;-8.125;5.481;-0.109;0.285;-0.065;-0.002;-0.001;0.007;9.0;-62.9;46.3;23.8;51.6;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;171525;2019-02-26 07:41:01:503
-0.443;-7.925;5.405;-0.33;-8.124;5.483;-0.113;0.199;-0.078;-0.001;0.001;0.007;9.0;-63.5;46.2;23.9;52.0;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;172026;2019-02-26 07:41:02:004
-0.262;-7.881;5.409;-0.331;-8.123;5.484;0.069;0.242;-0.076;0.0;-0.001;0.007;11.0;-63.8;46.4;23.6;52.0;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;172526;2019-02-26 07:41:02:504
-0.435;-7.855;5.403;-0.332;-8.122;5.485;-0.103;0.267;-0.083;-0.001;0.0;0.006;9.0;-63.2;45.9;23.4;52.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;173026;2019-02-26 07:41:03:004
-0.424;-7.914;5.42;-0.331;-8.122;5.486;0.056;0.246;-0.062;-0.001;-0.001;0.006;9.0;-63.2;46.1;23.9;51.6;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;173525;2019-02-26 07:41:03:503
-0.292;-8.074;5.405;-0.331;-8.122;5.486;0.039;0.047;-0.081;0.0;-0.001;0.007;11.0;-63.1;46.3;23.5;52.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;174026;2019-02-26 07:41:04:004
-0.308;-8.082;5.41;-0.331;-8.122;5.486;0.024;0.04;-0.076;-0.002;0.0;0.007;11.0;-63.6;46.3;23.8;52.0;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;174525;2019-02-26 07:41:04:503
-0.377;-8.095;5.446;-0.331;-8.119;5.49;0.021;0.016;-0.051;-0.001;0.0;0.009;11.0;-63.5;45.9;23.8;52.0;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;175025;2019-02-26 07:41:05:003
-0.287;-8.042;5.477;-0.332;-8.106;5.51;0.045;0.063;-0.033;-0.002;0.0;0.006;11.0;-63.2;46.1;23.6;51.5;55.8;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;175526;2019-02-26 07:41:05:504
-0.272;-8.12;5.534;-0.334;-8.09;5.533;0.063;-0.03;0.001;-0.001;0.0;0.007;11.0;-63.7;46.4;23.5;51.9;55.6;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;176025;2019-02-26 07:41:06:003
-0.382;-8.11;5.468;-0.335;-8.085;5.54;-0.047;-0.025;-0.071;-0.001;0.001;0.005;9.0;-63.0;46.3;23.6;51.5;55.5;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;176525;2019-02-26 07:41:06:503
-0.339;-8.049;5.449;-0.335;-8.089;5.534;-0.004;0.039;-0.085;-0.001;-0.001;0.006;11.0;-63.2;46.0;23.3;52.0;55.6;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;177026;2019-02-26 07:41:07:004
-0.268;-7.769;5.663;-0.358;-8.002;5.658;0.09;0.232;0.005;-0.001;-0.001;0.006;11.0;-63.7;46.5;23.9;51.3;54.9;3.6;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;177525;2019-02-26 07:41:07:503
-0.409;-7.356;6.312;-0.423;-7.752;5.992;-0.186;0.355;0.353;0.012;0.0;0.007;9.0;-63.9;46.9;24.1;50.5;52.2;4.0;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;178025;2019-02-26 07:41:08:003
-0.64;-6.809;6.864;-0.535;-7.285;6.543;-0.105;0.476;0.321;0.001;-0.004;0.013;11.0;-63.7;46.9;23.7;49.7;49.1;4.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;178525;2019-02-26 07:41:08:503
-0.582;-7.282;6.716;-0.604;-7.071;6.768;0.022;-0.211;-0.052;0.001;-0.01;0.021;11.0;-62.9;47.2;23.4;48.8;46.2;5.1;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;179025;2019-02-26 07:41:09:003
-0.248;-7.175;6.524;-0.603;-7.108;6.729;0.356;-0.068;-0.205;-0.007;-0.015;0.015;11.0;-62.5;47.8;22.5;48.4;46.3;5.1;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;6.2;44.04194;90.0;8 / 22;179525;2019-02-26 07:41:09:503
-0.639;-7.402;6.68;-0.617;-7.167;6.665;-0.022;-0.234;0.015;-0.001;-0.027;0.013;9.0;-63.1;46.3;20.5;50.0;46.8;5.3;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;6.2;44.04194;90.0;8 / 22;180026;2019-02-26 07:41:10:004
-0.504;-6.788;6.299;-0.582;-7.195;6.638;0.078;0.408;-0.339;0.007;-0.034;0.017;11.0;-64.2;48.8;17.7;50.7;47.2;5.2;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;11.8;44.04194;89.7;8 / 22;180526;2019-02-26 07:41:10:504
-0.584;-7.691;5.996;-0.667;-7.359;6.448;-0.136;0.039;-0.445;-0.001;-0.043;0.015;9.0;-63.5;47.6;17.6;51.0;48.6;5.9;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;11.8;44.04194;89.7;8 / 22;181026;2019-02-26 07:41:11:004
-0.946;-7.663;6.1;-0.612;-7.611;6.154;-0.334;-0.052;-0.054;0.007;-0.039;0.028;11.0;-63.5;45.9;18.8;52.0;50.9;5.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;16.7;44.04194;88.6;8 / 22;181525;2019-02-26 07:41:11:503
-0.403;-7.002;6.385;-0.744;-7.597;6.156;0.341;0.596;0.229;0.007;-0.053;0.068;9.0;-64.3;43.9;21.8;50.6;51.1;6.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;16.7;44.04194;88.6;8 / 22;182026;2019-02-26 07:41:12:004
-1.761;-7.482;5.775;-1.379;-7.565;6.087;-0.382;0.083;-0.312;-0.01;-0.148;0.098;11.0;-64.1;48.8;22.9;44.6;50.1;11.8;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;18.7;44.04194;86.1;8 / 22;182525;2019-02-26 07:41:12:503
-2.301;-7.676;5.582;-1.566;-7.534;6.079;-0.735;-0.142;-0.497;-0.021;-0.21;0.144;11.0;-64.9;48.4;21.2;44.6;50.2;14.2;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;18.7;44.04194;86.1;8 / 22;183026;2019-02-26 07:41:13:004
-2.204;-7.828;5.377;-1.79;-7.581;5.958;-0.414;-0.247;-0.58;0.002;-0.235;0.154;9.0;-62.1;46.1;23.9;41.2;50.6;16.3;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;23.7;44.04194;75.2;8 / 22;183525;2019-02-26 07:41:13:503
-3.344;-8.13;5.198;-2.232;-7.611;5.767;-1.111;-0.518;-0.569;-0.017;-0.297;0.228;11.0;-59.9;56.5;31.3;31.5;51.0;20.1;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;23.7;44.04194;75.2;8 / 22;184025;2019-02-26 07:41:14:003
-3.159;-8.139;5.17;-2.624;-7.569;5.656;-0.535;-0.57;-0.486;-0.034;-0.346;0.23;9.0;-58.2;56.5;30.1;28.5;50.6;24.0;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;25.5;44.04194;59.9;8 / 22;184526;2019-02-26 07:41:14:504
-2.739;-8.562;5.294;-2.882;-7.494;5.631;0.143;-1.068;-0.337;0.0;-0.336;0.266;11.0;-59.5;57.4;29.4;27.7;50.1;26.7;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;25.5;44.04194;59.9;8 / 22;185026;2019-02-26 07:41:15:004
-3.765;-8.294;5.036;-3.08;-7.299;5.78;-0.685;-0.995;-0.744;-0.04;-0.323;0.221;9.0;-56.9;56.5;32.5;24.3;48.3;27.9;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;25.1;44.04194;39.4;8 / 22;185526;2019-02-26 07:41:15:504
-2.91;-7.964;5.683;-2.959;-7.365;5.76;0.049;-0.6;-0.077;-0.007;-0.252;0.178;9.0;-54.2;56.1;34.7;21.6;49.0;27.8;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;25.1;44.04194;39.4;8 / 22;186026;2019-02-26 07:41:16:004
-1.962;-7.386;6.464;-2.363;-7.32;6.082;1.17;-0.134;0.234;0.004;-0.122;0.114;7.0;-51.4;55.7;36.2;22.5;48.0;24.0;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;28.3;44.04194;15.7;8 / 22;186525;2019-02-26 07:41:16:503
-1.714;-7.305;6.899;-1.922;-7.271;6.293;0.208;-0.033;0.606;0.021;-0.106;0.066;9.0;-49.0;56.0;36.6;25.1;48.2;18.0;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;28.3;44.04194;15.7;8 / 22;187026;2019-02-26 07:41:17:004
-0.734;-6.913;6.983;-1.185;-7.079;6.682;0.452;0.166;0.3;0.012;-0.042;0.015;9.0;-48.1;56.3;36.8;28.8;46.5;11.7;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;31.3;44.04194;4.4;8 / 22;187526;2019-02-26 07:41:17:504
0.217;-6.942;6.923;-0.721;-7.047;6.781;0.938;0.105;0.142;0.005;0.004;0.049;11.0;-49.0;56.3;37.5;32.6;45.8;6.1;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;31.3;44.04194;4.4;8 / 22;188026;2019-02-26 07:41:18:004
-0.272;-6.976;6.791;-0.743;-7.08;6.745;0.471;0.105;0.047;-0.011;-0.009;-0.016;9.0;-48.6;56.8;37.7;32.2;46.0;6.3;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;31.3;44.04194;4.4;8 / 22;188525;2019-02-26 07:41:18:503
-0.075;-7.227;6.202;-0.746;-7.149;6.671;0.671;-0.078;-0.469;-0.01;-0.04;-0.023;9.0;-48.1;56.7;37.7;31.6;46.6;6.4;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;32.5;44.04194;4.5;8 / 22;189027;2019-02-26 07:41:19:005
-0.645;-7.124;6.791;-0.629;-7.222;6.605;-0.016;0.098;0.186;-0.015;0.016;0.037;9.0;-48.8;56.8;37.6;32.7;47.3;5.7;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;42.9;44.04194;359.6;8 / 22;189525;2019-02-26 07:41:19:503
-1.342;-7.332;6.551;-0.665;-7.277;6.54;-0.677;-0.055;0.01;0.04;-0.009;0.012;9.0;-48.6;56.2;37.7;32.8;47.8;6.0;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;42.9;44.04194;359.6;8 / 22;190026;2019-02-26 07:41:20:004
-1.006;-7.616;6.256;-0.625;-7.409;6.394;-0.381;-0.207;-0.138;0.015;0.022;0.043;9.0;-48.9;56.6;37.8;32.8;48.4;5.7;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;47.8;44.04194;359.0;8 / 22;190526;2019-02-26 07:41:20:504
-0.791;-7.394;5.381;-0.712;-7.723;6.001;-0.079;0.329;-0.62;0.016;-0.007;0.013;9.0;-49.1;56.3;37.0;33.1;51.2;6.7;3.0;1006.6;35.64;42.10507;-87.84013;541.9;NaN;;47.8;44.04194;359.0;8 / 22;191026;2019-02-26 07:41:21:004
-0.49;-7.509;5.648;-0.723;-7.791;5.912;0.234;0.281;-0.264;-0.007;-0.02;0.006;9.0;-48.9;56.1;37.3;33.2;52.5;6.6;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;51.4;44.04194;358.5;8 / 22;191525;2019-02-26 07:41:21:503
-0.255;-7.92;5.661;-0.586;-7.827;5.879;0.331;-0.093;-0.218;-0.007;0.006;0.01;9.0;-48.1;56.8;37.6;32.3;52.9;6.3;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;51.4;44.04194;358.5;8 / 22;192026;2019-02-26 07:41:22:004
-1.811;-7.784;5.584;-0.408;-7.857;5.854;-1.403;0.074;-0.269;-0.022;0.022;-0.012;9.0;-47.4;56.3;37.5;33.4;53.1;4.3;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;53.2;44.04194;358.2;8 / 22;192526;2019-02-26 07:41:22:504
-0.296;-7.843;5.625;-0.347;-7.865;5.847;-0.223;0.121;0.138;-0.006;0.009;0.001;9.0;-48.8;56.9;38.0;34.9;53.3;3.4;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;53.2;44.04194;358.2;8 / 22;193026;2019-02-26 07:41:23:004
-1.148;-8.469;6.45;-0.385;-7.853;5.861;-0.763;-0.616;0.589;0.002;-0.001;-0.015;9.0;-48.5;57.0;37.1;35.1;53.2;3.7;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;54.6;44.04194;358.9;8 / 22;193525;2019-02-26 07:41:23:503
-0.322;-7.751;5.886;-0.35;-7.893;5.81;0.028;0.141;0.076;0.002;0.01;0.011;9.0;-49.6;56.5;36.4;36.3;53.5;3.4;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;54.6;44.04194;358.9;8 / 22;194026;2019-02-26 07:41:24:004
-0.696;-8.226;6.158;-0.465;-7.904;5.786;-0.231;-0.322;0.372;-0.034;0.0;0.009;9.0;-48.8;56.5;37.3;34.8;53.5;4.6;3.0;1006.5;35.64;42.10507;-87.84013;535.5;NaN;;56.3;44.04194;359.6;8 / 22;194525;2019-02-26 07:41:24:503
-0.607;-7.738;5.877;-0.413;-7.888;5.812;-0.194;0.15;0.064;-0.017;0.006;0.005;9.0;-49.3;56.9;37.9;34.4;53.5;4.3;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;56.3;44.04194;359.6;8 / 22;195025;2019-02-26 07:41:25:003
-0.109;-7.788;5.849;-0.367;-7.882;5.824;0.258;0.093;0.025;-0.002;0.004;0.01;9.0;-49.3;56.8;37.0;35.1;53.4;3.6;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;55.1;44.04194;358.5;8 / 22;195526;2019-02-26 07:41:25:504
-0.752;-7.968;6.111;-0.372;-7.907;5.788;-0.38;-0.061;0.323;0.021;0.006;-0.007;9.0;-48.8;57.1;36.8;35.2;54.0;3.7;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;55.1;44.04194;358.5;8 / 22;196026;2019-02-26 07:41:26:004
-0.172;-8.188;5.138;-0.33;-7.969;5.706;0.158;-0.22;-0.568;0.023;0.015;0.01;9.0;-49.3;56.9;36.8;35.4;54.0;3.4;3.0;1006.5;35.64;42.10507;-87.84013;538.7;NaN;;58.5;44.04194;0.0;8 / 22;196526;2019-02-26 07:41:26:504
-0.727;-8.334;5.21;-0.247;-8.105;5.516;-0.48;-0.229;-0.306;0.001;-0.007;-0.023;9.0;-49.5;56.7;36.6;36.0;55.5;2.9;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;58.5;44.04194;0.0;8 / 22;197026;2019-02-26 07:41:27:004
-0.007;-8.064;5.349;-0.296;-8.161;5.429;0.288;0.098;-0.081;0.004;0.006;0.024;9.0;-49.9;57.0;37.1;36.7;56.3;2.9;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;59.1;44.04194;0.5;8 / 22;197525;2019-02-26 07:41:27:503
0.424;-7.938;5.144;-0.416;-8.202;5.36;0.84;0.264;-0.216;-0.017;-0.004;0.017;9.0;-50.3;56.9;36.0;36.4;56.6;4.1;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;59.1;44.04194;0.5;8 / 22;198025;2019-02-26 07:41:28:003
-0.824;-8.147;5.318;-0.496;-8.208;5.343;-0.328;0.061;-0.025;0.007;-0.002;0.013;9.0;-49.9;57.0;37.3;35.2;56.9;5.2;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;58.6;44.04194;0.8;8 / 22;198525;2019-02-26 07:41:28:503
-0.381;-7.84;5.691;-0.529;-8.203;5.348;0.148;0.363;0.343;0.001;-0.005;0.011;9.0;-49.2;56.9;36.7;34.4;56.9;5.6;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;58.6;44.04194;0.8;8 / 22;199026;2019-02-26 07:41:29:004
-0.593;-8.095;5.167;-0.524;-8.171;5.397;-0.068;0.077;-0.23;0.006;-0.004;-0.004;9.0;-48.8;56.6;36.7;34.4;56.6;5.6;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;58.1;44.04194;0.5;8 / 22;199525;2019-02-26 07:41:29:503
-1.703;-7.938;5.55;-0.479;-8.134;5.457;-1.225;0.196;0.093;-0.012;-0.004;0.006;9.0;-48.7;57.2;36.2;35.0;56.2;5.1;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;58.1;44.04194;0.5;8 / 22;200026;2019-02-26 07:41:30:004
-0.304;-8.043;5.464;-0.5;-8.114;5.485;0.196;0.071;-0.021;-0.013;-0.002;0.012;9.0;-48.9;56.8;36.8;34.4;55.9;5.3;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;57.8;44.04194;0.3;8 / 22;200526;2019-02-26 07:41:30:504
-0.475;-8.127;5.434;-0.517;-8.116;5.48;0.042;-0.011;-0.046;0.013;-0.005;0.011;9.0;-48.7;56.9;36.6;34.3;55.9;5.5;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;57.8;44.04194;0.3;8 / 22;201026;2019-02-26 07:41:31:004
-0.56;-8.253;5.313;-0.529;-8.13;5.458;-0.031;-0.122;-0.145;-0.001;-0.006;-0.006;9.0;-48.7;56.6;36.7;34.3;55.9;5.5;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;57.5;44.04194;0.1;8 / 22;201525;2019-02-26 07:41:31:503
-0.7;-8.416;5.705;-0.483;-8.173;5.398;-0.217;-0.243;0.307;0.007;-0.002;0.012;9.0;-48.7;56.7;37.0;34.6;56.3;5.1;3.0;1006.6;35.64;42.10507;-87.84013;535.5;NaN;;57.5;44.04194;0.1;8 / 22;202028;2019-02-26 07:41:32:006
-1.132;-7.989;5.186;-0.49;-8.209;5.343;-0.643;0.219;-0.157;0.01;0.002;0.006;9.0;-48.8;56.8;36.5;34.6;56.8;5.3;3.0;1006.6;35.64;42.10507;-87.84013;532.3;NaN;;57.3;44.04194;0.1;8 / 22;202526;2019-02-26 07:41:32:504
-0.436;-8.12;5.385;-0.481;-8.211;5.34;0.046;0.091;0.045;0.015;-0.01;0.002;9.0;-49.4;57.0;36.9;34.7;56.9;5.2;3.0;1006.6;35.64;42.10507;-87.84013;532.3;NaN;;57.3;44.04194;0.1;8 / 22;203025;2019-02-26 07:41:33:003
-0.745;-8.137;5.618;-0.487;-8.211;5.34;-0.258;0.074;0.278;0.0;-0.006;0.007;9.0;-49.1;56.3;37.0;34.9;56.8;5.2;3.0;1006.6;35.64;42.10507;-87.84013;532.3;NaN;;57.0;44.04194;359.9;8 / 22;203526;2019-02-26 07:41:33:504
0.341;-8.217;5.185;-0.531;-8.211;5.335;0.872;-0.005;-0.15;-0.004;-0.005;0.021;9.0;-49.0;56.6;37.0;34.4;56.8;5.5;3.0;1006.7;35.64;42.10507;-87.84013;532.3;NaN;;57.0;44.04194;359.9;8 / 22;204025;2019-02-26 07:41:34:003
-0.159;-7.837;5.398;-0.486;-8.228;5.314;0.327;0.39;0.084;-0.001;-0.001;0.004;9.0;-48.7;55.9;36.1;35.0;56.9;5.6;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;56.1;44.04194;359.5;8 / 22;204525;2019-02-26 07:41:34:503
-0.467;-8.472;5.054;-0.452;-8.323;5.167;-0.015;-0.149;-0.113;-0.009;0.004;0.016;9.0;-48.9;56.1;36.4;35.6;57.6;5.0;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;56.1;44.04194;359.5;8 / 22;205026;2019-02-26 07:41:35:004
-1.265;-8.473;4.933;-0.485;-8.454;4.946;-0.78;-0.019;-0.013;-0.017;-0.015;0.012;9.0;-48.7;55.8;36.0;35.6;59.2;5.4;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;55.2;44.04194;359.5;8 / 22;205526;2019-02-26 07:41:35:504
-1.396;-8.292;4.878;-0.544;-8.499;4.862;-0.851;0.207;0.016;-0.005;-0.026;-0.002;9.0;-48.5;55.6;36.3;35.0;60.0;6.5;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;55.2;44.04194;359.5;8 / 22;206026;2019-02-26 07:41:36:004
-0.315;-8.343;4.053;-0.454;-8.626;4.643;0.14;0.283;-0.59;-0.007;-0.015;0.006;9.0;-48.1;56.0;35.9;35.1;61.0;5.9;3.0;1006.7;35.64;42.10507;-87.84013;532.3;NaN;;52.7;44.04194;359.1;8 / 22;206525;2019-02-26 07:41:36:503
-0.425;-9.24;3.857;-0.363;-8.852;4.205;-0.062;-0.389;-0.348;0.022;-0.009;0.018;9.0;-49.1;56.1;36.4;37.1;64.0;4.9;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;52.7;44.04194;359.1;8 / 22;207026;2019-02-26 07:41:37:004
-0.081;-9.16;3.627;-0.428;-8.98;3.917;0.347;-0.18;-0.289;0.006;-0.02;0.028;9.0;-49.1;55.7;36.4;37.0;66.1;5.8;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;48.3;44.04194;358.2;8 / 22;207525;2019-02-26 07:41:37:503
0.341;-8.906;3.63;-0.58;-9.023;3.796;0.921;0.117;-0.166;-0.005;-0.046;0.055;9.0;-47.9;55.9;36.4;34.7;67.0;8.3;3.0;1006.9;35.64;42.10507;-87.84013;532.3;NaN;;48.3;44.04194;358.2;8 / 22;208025;2019-02-26 07:41:38:003
-0.455;-8.971;4.404;-0.663;-8.993;3.855;0.208;0.022;0.549;0.023;-0.034;0.044;9.0;-47.8;56.5;36.8;33.3;67.1;9.5;3.0;1006.9;35.64;42.10507;-87.84013;532.3;NaN;;44.9;44.04194;357.8;8 / 22;208526;2019-02-26 07:41:38:504
-0.924;-8.654;4.742;-0.871;-8.771;4.298;-0.053;0.117;0.443;0.006;-0.034;0.045;9.0;-47.0;56.2;36.2;31.0;64.0;11.5;3.0;1006.9;35.64;42.10507;-87.84013;532.3;NaN;;44.9;44.04194;357.8;8 / 22;209026;2019-02-26 07:41:39:004
-2.0;-8.54;4.264;-0.597;-8.73;4.428;-1.403;0.189;-0.164;0.02;-0.033;0.051;9.0;-46.0;56.0;36.1;32.3;62.2;8.5;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;35.6;44.04194;355.0;8 / 22;209525;2019-02-26 07:41:39:503
-0.339;-8.109;4.377;-0.384;-8.864;4.178;0.013;0.302;0.086;0.035;0.007;0.013;9.0;-46.8;55.7;36.2;35.8;64.7;5.2;3.0;1006.9;35.64;42.10507;-87.84013;532.3;NaN;;35.6;44.04194;355.0;8 / 22;210026;2019-02-26 07:41:40:004
-1.737;-7.547;4.314;-0.239;-8.654;4.607;-1.498;1.108;-0.292;-0.01;0.028;0.037;9.0;-48.0;55.6;36.1;37.0;62.3;3.6;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;30.6;44.04194;353.6;8 / 22;210525;2019-02-26 07:41:40:503
0.001;-8.42;5.009;-0.352;-8.543;4.802;0.354;0.123;0.207;0.002;0.022;0.023;9.0;-49.1;54.8;37.8;36.2;60.7;4.1;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;30.6;44.04194;353.6;8 / 22;211026;2019-02-26 07:41:41:004
0.166;-8.696;4.69;-0.222;-8.535;4.824;0.388;-0.16;-0.133;-0.011;0.035;-0.022;9.0;-47.3;56.0;37.0;35.8;60.3;3.2;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;26.9;44.04194;354.3;8 / 22;211525;2019-02-26 07:41:41:503
-0.593;-8.821;4.462;-0.098;-8.746;4.435;-0.494;-0.076;0.026;-0.004;0.029;-0.016;9.0;-47.3;55.9;37.0;37.7;62.1;1.2;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;26.9;44.04194;354.3;8 / 22;212026;2019-02-26 07:41:42:004
-0.055;-8.538;4.553;-0.083;-8.74;4.447;0.028;0.203;0.106;-0.012;0.024;-0.013;9.0;-49.1;55.9;37.0;39.4;63.6;1.0;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;23.4;44.04194;356.0;8 / 22;212525;2019-02-26 07:41:42:503
-0.376;-8.357;4.393;-0.203;-8.679;4.561;-0.173;0.322;-0.167;0.011;0.013;0.002;9.0;-47.5;55.7;37.3;37.5;62.3;2.4;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;23.4;44.04194;356.0;8 / 22;213027;2019-02-26 07:41:43:005
-0.274;-8.262;4.481;-0.289;-8.65;4.611;0.014;0.388;-0.13;0.0;0.004;-0.02;9.0;-49.3;55.5;36.4;38.0;61.8;2.9;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;18.9;44.04194;358.3;8 / 22;213526;2019-02-26 07:41:43:504
